Date,Open,High,Low,Close,Adj Close,Volume
2004-08-19,2.4737351988925775,2.5741688382115355,2.3737971779355784,2.482146739959717,897427216,2.482146739959717
2004-08-20,2.498720695465192,2.69835145121199,2.486105039135891,2.6793038845062256,458857488,2.6793038845062256
2004-08-23,2.739662999245023,2.8071959325028386,2.6976097819381257,2.7062675952911377,366857939,2.7062675952911377
2004-08-24,2.751783619774701,2.7606886484298014,2.5620479729353023,2.5942068099975586,306396159,2.5942068099975586
2004-08-25,2.5964327911119662,2.671635128145824,2.569716520341858,2.622159719467163,184645512,2.622159719467163
2004-08-26,2.596185610284768,2.670397902318206,2.589011811430422,2.6694085597991943,142572401,2.6694085597991943
2004-08-27,2.674108370316558,2.6869721902826527,2.614491370351092,2.6258704662323,124826132,2.6258704662323
2004-08-30,2.6043487136723766,2.609544301009146,2.523458242416382,2.523458242416382,104429967,2.523458242416382
2004-08-31,2.530631945589244,2.5655111186559467,2.527168536883764,2.532363176345825,98825037,2.532363176345825
2004-09-01,2.5405264901645124,2.5472056172411883,2.465572315455781,2.4799201488494873,183633734,2.4799201488494873
2004-09-02,2.453698696685634,2.532363502296871,2.4475140036586374,2.5110890865325928,303810504,2.5110890865325928
2004-09-03,2.4972370994836455,2.5167793388662996,2.456914876885977,2.4739830493927,103538639,2.4739830493927
2004-09-07,2.4987205792420353,2.5232109494623485,2.4640886198607466,2.5128209590911865,117506800,2.5128209590911865
2004-09-08,2.4920412697484386,2.5486907180002323,2.486104977970934,2.530632257461548,100186120,2.530632257461548
2004-09-09,2.5363211159732963,2.5407736304248005,2.4984732039479374,2.530879259109497,81620792,2.530879259109497
2004-09-10,2.5133157730511146,2.63601319075319,2.5058945200775025,2.605586290359497,174804764,2.605586290359497
2004-09-13,2.6377443618908307,2.6817769706690457,2.633539064233975,2.6592659950256348,157628624,2.6592659950256348
2004-09-14,2.6580292120978917,2.7705840808638693,2.6417019837014135,2.7579684257507324,217608605,2.7579684257507324
2004-09-15,2.7349630413905537,2.8257488334741243,2.7260570643274065,2.7705843448638916,215279909,2.7705843448638916
2004-09-16,2.7789948786400664,2.864586035894356,2.7619267063136386,2.819316864013672,186207345,2.819316864013672
2004-09-17,2.83044857887593,2.906392812728882,2.808926945396902,2.906392812728882,190350817,2.906392812728882
2004-09-20,2.893034493319698,3.0080632101090283,2.8885819780978124,2.9526515007019043,213585582,2.9526515007019043
2004-09-21,2.9637828406699165,2.9788725619003444,2.906887127755533,2.9150502681732178,145262446,2.9150502681732178
2004-09-22,2.9041661758822683,2.960319770009407,2.8895708873881896,2.928408145904541,152344894,2.928408145904541
2004-09-23,2.9397885419392003,3.033542838520643,2.894765641345343,2.9887683391571045,171524515,2.9887683391571045
2004-09-24,2.9917354278778743,3.069905554273939,2.9625462750716007,2.964277505874634,183336625,2.964277505874634
2004-09-27,2.9575984435300673,2.9902519556530884,2.9140614534911813,2.925440549850464,141994242,2.925440549850464
2004-09-28,3.000642001086619,3.1515392312103043,2.9736785102472276,3.138181686401367,340190355,3.138181686401367
2004-09-29,3.1342236849067096,3.340038176058223,3.1225971348960693,3.2425732612609863,613229953,3.2425732612609863
2004-09-30,3.2133831958211525,3.2727529842104146,3.1911194363758835,3.2059619426727295,276468402,3.2059619426727295
2004-10-01,3.2356464543813996,3.3207431678070662,3.1886451093448342,3.279679298400879,303934969,3.279679298400879
2004-10-04,3.3457281757169643,3.3858019918537754,3.315547784217314,3.34102725982666,261693228,3.34102725982666
2004-10-05,3.331133173752112,3.42686591121248,3.2712687186915583,3.422908067703247,300887589,3.422908067703247
2004-10-06,3.4026239599868973,3.424887481038022,3.3642813739976916,3.3909974098205566,268900140,3.3909974098205566
2004-10-07,3.387039503884894,3.4602615022259124,3.3778860732977267,3.434781789779663,283643194,3.434781789779663
2004-10-08,3.4315669685262216,3.4553145041560422,3.3895128075249046,3.407076597213745,222442656,3.407076597213745
2004-10-11,3.3890184359890334,3.4350306815300367,3.311095747420833,3.345975875854492,210437827,3.345975875854492
2004-10-12,3.3256906688107053,3.4041080255782217,3.299963736491573,3.398913621902466,234419380,3.398913621902466
2004-10-13,3.545358118231161,3.5510483768187067,3.4652097722739885,3.4854938983917236,397203256,3.4854938983917236
2004-10-14,3.488214950278395,3.5221050199566886,3.427608845990587,3.512704372406006,209835578,3.512704372406006
2004-10-15,3.585185470458315,3.5992860867560226,3.5114678547994336,3.5649003982543945,265150137,3.5649003982543945
2004-10-18,3.542389351233882,3.690813448359628,3.4931621061985276,3.689824342727661,282061287,3.689824342727661
2004-10-19,3.7229727079461257,3.7699740532390345,3.6450500294188326,3.6596450805664062,363918964,3.6596450805664062
2004-10-20,3.6618708099462673,3.6856192922237425,3.453335029502617,3.475351333618164,456613107,3.475351333618164
2004-10-21,3.572074168835469,3.713819140773835,3.5033046867517244,3.6952662467956543,585767401,3.6952662467956543
2004-10-22,4.218709459188641,4.456930255189292,4.058905779076126,4.265463352203369,1481207196,4.265463352203369
2004-10-25,4.363669955719394,4.809684863714768,4.2684307063463525,4.6357808113098145,1315480331,4.6357808113098145
2004-10-26,4.6095596430159205,4.765404997195227,4.452724472779645,4.497251987457275,895628499,4.497251987457275
2004-10-27,4.520010844926286,4.688224662226098,4.49651052444948,4.600407600402832,536262538,4.600407600402832
2004-10-28,4.6179696191855335,4.808694380271702,4.59125358481483,4.781731128692627,596097978,4.781731128692627
2004-10-29,4.920012519450774,4.946234118496464,4.714940169054812,4.715929985046387,849672890,4.715929985046387
2004-11-01,4.78791544392785,4.889832861230086,4.731514405150065,4.849263668060303,490828877,4.849263668060303
2004-11-02,4.917292541306152,4.928918854486746,4.782721601091633,4.8205695152282715,455553149,4.8205695152282715
2004-11-03,4.902450006354497,4.987051337106747,4.718651109971338,4.7414093017578125,557630330,4.7414093017578125
2004-11-04,4.661508200566476,4.709993561429544,4.535595066256813,4.568990230560303,578544429,4.568990230560303
2004-11-05,4.501704246208862,4.509619932221039,4.169481758175125,4.189270973205566,796297573,4.189270973205566
2004-11-08,4.228356894668959,4.339922413600404,4.1905075638621865,4.268430233001709,449349985,4.268430233001709
2004-11-09,4.306774087035502,4.333985028059484,4.088343012870946,4.173192501068115,444226854,4.173192501068115
2004-11-10,4.2219259437298415,4.267690028937455,4.114565922206737,4.152413845062256,427355853,4.152413845062256
2004-11-11,4.183829863478196,4.545489711349113,4.14523887668096,4.527431488037109,601666773,4.527431488037109
2004-11-12,4.582100996870639,4.695150292094794,4.388407275746356,4.502198696136475,672354740,4.502198696136475
2004-11-15,4.463856304039621,4.658539386088006,4.4218033299510475,4.573195457458496,477844390,4.573195457458496
2004-11-16,4.390881124559873,4.439613702826286,4.2258835138933915,4.268183708190918,839832142,4.268183708190918
2004-11-17,4.181108219412107,4.3908805365768675,4.180613311420105,4.267193794250488,728034662,4.267193794250488
2004-11-18,4.212524756288593,4.314690354685946,4.099722660278995,4.144497394561768,667677273,4.144497394561768
2004-11-19,4.183087112522085,4.2048564373727,4.11926480938077,4.1905083656311035,352086780,4.1905083656311035
2004-11-22,4.068553759622674,4.192982165919368,3.9903838633039777,4.084137916564941,496582362,4.084137916564941
2004-11-23,4.1551343167235135,4.2258834351190115,4.118770178225775,4.144002437591553,498393124,4.144002437591553
2004-11-24,4.3245848207055415,4.383707153898781,4.267442119774754,4.323101043701172,613531078,4.323101043701172
2004-11-26,4.348827608787191,4.453466314423741,4.3369536056293025,4.437634468078613,260175560,4.437634468078613
2004-11-29,4.461629850322042,4.525699363179262,4.391127954063902,4.47869873046875,428263241,4.47869873046875
2004-11-30,4.470287742162298,4.526936471389742,4.458908647598553,4.501704216003418,309154460,4.501704216003418
2004-12-01,4.500962987208768,4.51456798636106,4.4415934363078025,4.451735973358154,315743063,4.451735973358154
2004-12-02,4.450251344432723,4.490078898822868,4.41685617498035,4.437883377075195,251374696,4.437883377075195
2004-12-03,4.451488376446569,4.478946063242137,4.393354916687197,4.462619781494141,235647968,4.462619781494141
2004-12-06,4.431202768911372,4.470040971815248,4.354269435528611,4.36094856262207,251097661,4.36094856262207
2004-12-07,4.353774830516781,4.3587234374696795,4.218956666800176,4.240725517272949,275866153,4.240725517272949
2004-12-08,4.214009590196053,4.296385025293943,4.173934823804315,4.2048563957214355,302802741,4.2048563957214355
2004-12-09,4.211534958592877,4.291931697829132,4.167502354353367,4.2901997566223145,307307563,4.2901997566223145
2004-12-10,4.29020026926051,4.3260695005418865,4.237262629843446,4.2461676597595215,173335277,4.2461676597595215
2004-12-13,4.259031471736392,4.284016514403986,4.1917457610692495,4.216482639312744,193466452,4.216482639312744
2004-12-14,4.230088272989522,4.423534321674402,4.195456077690742,4.420318603515625,445198482,4.420318603515625
2004-12-15,4.403002961465449,4.469792811675194,4.370102233987229,4.447281837463379,460559845,4.447281837463379
2004-12-16,4.377276223332329,4.4648460622298645,4.352538871002824,4.365401744842529,344197318,4.365401744842529
2004-12-17,4.372574648411459,4.465092606873314,4.367380245649216,4.454702854156494,296555412,4.454702854156494
2004-12-20,4.502199240965822,4.662002440984135,4.498983049126674,4.576905727386475,394854485,4.576905727386475
2004-12-21,4.608817652921921,4.6476549104013545,4.536831028485924,4.54548978805542,221479058,4.54548978805542
2004-12-22,4.549200081904904,4.622175096304809,4.527184016341888,4.608570098876953,156865776,4.608570098876953
2004-12-23,4.637017611012124,4.6654660628450975,4.601149327071621,4.648149490356445,145125936,4.648149490356445
2004-12-27,4.679071824453029,4.781731380412981,4.677834317557467,4.7473464012146,245079187,4.7473464012146
2004-12-28,4.752293477647683,4.787915962920292,4.725083008055201,4.768373489379883,166453579,4.768373489379883
